"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40","C41","C42","C43","C44","C45","C46","C47","C48","C49","C50","C51","C52","C53","C54","C55","C56","C57","C58","C59","C60","C61","C62","C63","C64","C65","C66","C67","C68","C69","C70","C71","C72","C73","C74","C75","C76","C77","C78","C79","C80","C81","C82","C83","C84","C85","C86","C87","C88","C89","C90","C91","C92","C93","C94","C95","C96","C97","C98","C99","C100"
0.13747508823871613,-0.06106314808130264,0.11039882153272629,-0.060331329703330994,-0.1935463547706604,-0.026103029027581215,0.09674248844385147,-0.013926071114838123,0.2203758955001831,-0.12241075187921524,-0.024912521243095398,-0.06486588716506958,0.01345331221818924,0.10989126563072205,-0.006955376360565424,0.09926960617303848,-0.0035247753839939833,0.1276240199804306,-0.028448475524783134,-0.1377539485692978,-0.12476049363613129,0.06591546535491943,-0.0651506632566452,-0.022030310705304146,0.10935452580451965,-0.11821676045656204,-0.07633664458990097,0.11571843177080154,-0.09693192690610886,-0.2188977301120758,0.23671855032444,-0.01315401028841734,0.03905782848596573,0.07817580550909042,0.12484516948461533,0.029010234400629997,-0.0581464022397995,0.03832358494400978,0.09705407172441483,-0.19230718910694122,0.026855189353227615,-0.16568665206432343,0.03634830564260483,-0.054738808423280716,0.13947980105876923,-0.03613642603158951,-0.175613135099411,-0.11733483523130417,-0.030196649953722954,-0.0544193796813488,-0.01279557403177023,0.004564622882753611,0.005261702928692102,0.1998944878578186,0.09504707157611847,0.007930525578558445,0.1049908921122551,0.09966324269771576,-0.05394662916660309,0.006099159363657236,0.10719282180070877,0.08413626998662949,0.07980851083993912,-0.00857575610280037,-0.15713348984718323,0.143637552857399,0.14192616939544678,0.05877573788166046,0.09010142832994461,0.053582120686769485,0.12983380258083344,0.12990202009677887,0.012392465956509113,-0.005167531780898571,-0.09321588277816772,0.03538862615823746,-0.015716098248958588,-0.09553848206996918,0.07137664407491684,0.0878143236041069,0.07524412870407104,0.05611728876829147,0.16680608689785004,0.04187270253896713,-0.0417938306927681,0.054212987422943115,0.11361803114414215,0.010447781533002853,0.008292042650282383,-0.04866413399577141,0.049514662474393845,-0.11269602924585342,0.024521293118596077,0.04332081601023674,0.13054272532463074,0.11819189041852951,-0.012768303975462914,0.029786260798573494,-0.013891204260289669,0.016275811940431595
0.19141194224357605,-0.03449686989188194,0.06101682409644127,-0.03476693108677864,-0.15865270793437958,-0.06391985714435577,0.0785849466919899,-0.012831275351345539,0.1834055632352829,-0.14009147882461548,-0.045824866741895676,-0.062016651034355164,0.03031611070036888,0.09359954297542572,-0.02253377065062523,0.0776587426662445,-0.007037628907710314,0.14052985608577728,-0.03487575799226761,-0.14954189956188202,-0.11518003046512604,0.05011041834950447,-0.07925385236740112,-0.03131245821714401,0.12272179126739502,-0.13354571163654327,-0.09530986845493317,0.10367482155561447,-0.11855661123991013,-0.1984318196773529,0.22684311866760254,-0.046514980494976044,-0.0033556544221937656,0.06416066735982895,0.10881032049655914,0.021040018647909164,-0.04539147764444351,0.03579851612448692,0.10531333088874817,-0.1654718667268753,0.04924607276916504,-0.12679918110370636,0.02084253542125225,-0.04752955958247185,0.12867413461208344,-0.019180791452527046,-0.18806278705596924,-0.10792933404445648,-0.05548644810914993,-0.06565027683973312,-0.020570341497659683,-0.009426593780517578,0.020632553845643997,0.18885384500026703,0.06829462945461273,0.015238669700920582,0.0881577581167221,0.09474947303533554,-0.02559194155037403,-0.04537966474890709,0.11875361949205399,0.07363580912351608,0.11508619040250778,0.06214699149131775,-0.18344658613204956,0.11220966279506683,0.13673105835914612,0.06468547880649567,0.08927757292985916,0.061337411403656006,0.10356444865465164,0.13926661014556885,0.0240437313914299,0.013520393520593643,-0.0886562168598175,0.02147768810391426,-4.850966433878057E-5,-0.04588056355714798,0.06798843294382095,0.07098434865474701,0.11662446707487106,0.0411115325987339,0.1433020830154419,0.029045840725302696,-0.050192851573228836,0.07430955022573471,0.09490294754505157,0.014990598894655704,-0.014483905397355556,-0.022864490747451782,0.05534207820892334,-0.11355257034301758,0.0482986681163311,0.025726305320858955,0.12273356318473816,0.0728764533996582,-0.04382696375250816,0.03830030560493469,-0.0014159309212118387,0.03504617512226105
0.22867102921009064,-0.06129193305969238,0.10690207779407501,-0.12589608132839203,-0.11291218549013138,-0.010504283010959625,0.09308083355426788,-0.04011386260390282,0.19196222722530365,-0.10695044696331024,-0.004795614164322615,-0.018423398956656456,0.017801113426685333,0.10546893626451492,0.0323278084397316,0.12347830086946487,0.014240143820643425,0.1295129358768463,-0.001264287973754108,-0.17275866866111755,-0.12630939483642578,0.07831629365682602,-0.05597472935914993,-0.05452311038970947,0.10336758196353912,-0.11959172785282135,-0.08216864615678787,0.1312224268913269,-0.108003631234169,-0.18013910949230194,0.24595129489898682,-0.03620506078004837,0.03367393836379051,0.05895533040165901,0.1377706080675125,0.0235360786318779,-0.09937291592359543,0.030499247834086418,0.08323341608047485,-0.16900810599327087,0.045476216822862625,-0.16874119639396667,0.08077444136142731,-0.058648981153964996,0.12667174637317657,-0.05769285559654236,-0.1594199240207672,-0.16212372481822968,-0.018962128087878227,-0.1131749376654625,0.016083046793937683,0.03664867579936981,0.01947849430143833,0.17738616466522217,0.10655413568019867,0.017378728836774826,0.09303645044565201,0.0991189181804657,-0.0422009639441967,0.0013323971070349216,0.12543030083179474,0.08945845812559128,0.036459892988204956,0.024415625259280205,-0.12972058355808258,0.10810499638319016,0.10745388269424438,0.05968480929732323,0.103304922580719,0.07774761319160461,0.13610221445560455,0.14384889602661133,0.03808047994971275,0.011593016795814037,-0.08999235183000565,-0.0027937034610658884,-0.027847105637192726,-0.08349668234586716,0.048895686864852905,0.11642096191644669,0.07180891931056976,0.051081981509923935,0.16971562802791595,0.05920385196805,-0.0035468819551169872,0.08434136211872101,0.11960607022047043,-0.011161820031702518,0.022756941616535187,-0.039694830775260925,0.04290101304650307,-0.19573120772838593,0.04082335904240608,0.015244360081851482,0.13523587584495544,0.1307997852563858,0.04054158180952072,0.020219799131155014,-0.04889291897416115,0.038280829787254333
0.16132263839244843,-0.05798858776688576,0.09606611728668213,-0.1094573363661766,-0.17036229372024536,-0.0150578198954463,0.10093735158443451,-0.050233226269483566,0.2376377433538437,-0.11339429020881653,-0.014397084712982178,-0.03917252644896507,0.025176580995321274,0.08365661650896072,0.027725106105208397,0.13356246054172516,-0.019220221787691116,0.15768879652023315,-0.020653795450925827,-0.15506060421466827,-0.14147014915943146,0.062263596802949905,-0.05966247245669365,-0.04882114380598068,0.12012089043855667,-0.10272654891014099,-0.09773818403482437,0.15431678295135498,-0.09703318029642105,-0.20144373178482056,0.2518462836742401,0.011777624487876892,0.0729491114616394,0.06177446246147156,0.141538605093956,0.01685319095849991,-0.07725004851818085,0.038660306483507156,0.08411947637796402,-0.18731069564819336,0.03227948769927025,-0.18462763726711273,0.06532364338636398,-0.06095351651310921,0.1390366554260254,-0.011538042686879635,-0.18040922284126282,-0.13875780999660492,-0.020146146416664124,-0.07740072906017303,0.00457987654954195,0.023468291386961937,-0.01622636988759041,0.19430235028266907,0.0836137980222702,-0.002252885140478611,0.08975003659725189,0.0977870300412178,-0.0710815042257309,0.023634659126400948,0.1094634011387825,0.09489956498146057,0.07366426289081573,-0.009181748144328594,-0.14030784368515015,0.102681465446949,0.14982281625270844,0.04778970032930374,0.10735470056533813,0.05729812756180763,0.13322503864765167,0.1232939139008522,0.02447791025042534,-4.589430463965982E-4,-0.0723332017660141,8.592271478846669E-4,-0.023670947179198265,-0.09476226568222046,0.06361204385757446,0.07905606925487518,0.08266373723745346,0.029732823371887207,0.14372430741786957,0.04561677575111389,-0.03511440008878708,0.07110382616519928,0.11416313052177429,-0.0066766017116606236,0.03551032021641731,-0.04568106681108475,0.05931112915277481,-0.158517986536026,0.010863423347473145,0.03024110198020935,0.14303058385849,0.13331368565559387,0.023193078115582466,0.010324866510927677,-0.03353093937039375,0.023574795573949814
0.2589589059352875,-0.12666496634483337,0.077067531645298,-0.06433373689651489,-0.1356479972600937,-0.024740658700466156,0.11872594803571701,-0.039796505123376846,0.24613788723945618,-0.08675553649663925,-0.044387344270944595,-0.04324521869421005,0.015022512525320053,0.08571141213178635,0.04744995757937431,0.13096418976783752,-0.01767851412296295,0.11213472485542297,-0.006005891598761082,-0.1408582329750061,-0.13944905996322632,0.09317925572395325,-0.025421075522899628,-0.043240223079919815,0.07770108431577682,-0.14204494655132294,-0.0979381874203682,0.14323168992996216,-0.10220227390527725,-0.1958659440279007,0.2786051630973816,-0.002757027978077531,0.07735057175159454,0.03602411597967148,0.10550519078969955,0.0280967578291893,-0.06409715116024017,0.027767743915319443,0.10347087681293488,-0.16948994994163513,0.046013858169317245,-0.1933371126651764,0.031160496175289154,-0.049107324331998825,0.12358304858207703,-0.019591806456446648,-0.18924890458583832,-0.11837253719568253,-0.02099185809493065,-0.09681487083435059,-0.04622712358832359,0.033891547471284866,0.04452625662088394,0.1731383204460144,0.07358687371015549,0.01438310369849205,0.06097910925745964,0.12542645633220673,-0.04742080718278885,0.00690171355381608,0.08170067518949509,0.09625021368265152,0.07465926557779312,-3.036642447113991E-4,-0.1653304398059845,0.08829256892204285,0.11848408728837967,0.021010736003518105,0.10579100996255875,0.0484442263841629,0.11146602034568787,0.13342495262622833,0.048913098871707916,0.017915824428200722,-0.09511804580688477,0.03430314362049103,-0.017700036987662315,-0.0669572651386261,0.04737265035510063,0.06690773367881775,0.11106651276350021,0.04585583880543709,0.12011761963367462,0.04089754447340965,-0.06427612900733948,0.07801828533411026,0.12973754107952118,-0.026952030137181282,0.022919779643416405,-0.02015656605362892,0.06767717003822327,-0.17242135107517242,0.00896999891847372,0.029704082757234573,0.113881915807724,0.1278795450925827,0.005058295093476772,0.027903830632567406,-0.006955907214432955,0.014596671797335148
0.15166768431663513,-0.09802501648664474,0.06887277215719223,-0.10901379585266113,-0.15030673146247864,0.023697001859545708,0.12333180010318756,-0.1173229068517685,0.25405943393707275,-0.11455757915973663,-0.012395188212394714,0.004946450237184763,0.04046346992254257,0.08099163323640823,0.052688296884298325,0.1271464228630066,-0.05337119102478027,0.14790257811546326,0.02787766419351101,-0.1340998411178589,-0.13379287719726562,0.0574093833565712,-0.05540601164102554,-0.046200964599847794,0.1050524190068245,-0.14658668637275696,-0.11834876239299774,0.13564711809158325,-0.07275762408971786,-0.19062413275241852,0.2717025578022003,0.026813892647624016,0.062123287469148636,0.08414751291275024,0.14227545261383057,0.006078153382986784,-0.09429798275232315,0.04253902658820152,0.06521069258451462,-0.17392998933792114,0.06707871705293655,-0.21196351945400238,0.0645492896437645,-0.0022025015205144882,0.1582476943731308,-0.012484406121075153,-0.14611689746379852,-0.12021913379430771,-0.10202894359827042,-0.10540471971035004,0.05553809553384781,0.026814715936779976,0.022600509226322174,0.16510005295276642,0.0485588014125824,0.002514616120606661,0.07680445164442062,0.1296594738960266,-0.11643106490373611,0.042569849640131,0.09130719304084778,0.10368028283119202,0.07353334128856659,0.037979256361722946,-0.14741304516792297,0.068246990442276,0.1448575109243393,0.05632876604795456,0.14295801520347595,0.07014428079128265,0.10934166610240936,0.12611782550811768,0.10076189041137695,-0.01719578169286251,-0.09127213805913925,-0.011314558796584606,-0.01817386783659458,-0.04547422379255295,0.051613230258226395,0.09030525386333466,0.10638903826475143,0.04077260196208954,0.14350077509880066,0.013275505974888802,-0.04125821962952614,0.0823705717921257,0.13925506174564362,-0.00669817253947258,0.025575723499059677,-0.019352110102772713,0.05223560705780983,-0.18934817612171173,-0.047049496322870255,-0.022282904013991356,0.1741952896118164,0.11253924667835236,0.045362360775470734,0.07028263062238693,-0.00994410552084446,0.06582169979810715
0.19362883269786835,-0.11028578877449036,0.11149477958679199,-0.08776022493839264,-0.12011939287185669,-0.002430734457448125,0.13091415166854858,-0.06250891834497452,0.2421020120382309,-0.10177645832300186,-0.014785044826567173,-0.007315019145607948,0.02611655183136463,0.08892152458429337,0.04179989919066429,0.14023956656455994,-0.02728465385735035,0.12289582192897797,-0.009748747572302818,-0.14709828794002533,-0.13415591418743134,0.05610000342130661,-0.04399482533335686,-0.04405380040407181,0.09328721463680267,-0.1371605545282364,-0.09439557790756226,0.13686759769916534,-0.06863834708929062,-0.2138138711452484,0.2752034664154053,0.013125632889568806,0.07237899303436279,0.08619675785303116,0.12420886754989624,0.011758053675293922,-0.08566909283399582,0.03934430330991745,0.08722195774316788,-0.16474901139736176,0.05408741906285286,-0.1833391785621643,0.04242146015167236,-0.026203233748674393,0.15395285189151764,-0.03164590895175934,-0.17633043229579926,-0.11255394667387009,-0.05173754692077637,-0.07725773751735687,8.148124325089157E-4,0.014379124157130718,0.04001448303461075,0.1637508124113083,0.05849117785692215,0.00443267822265625,0.0659063383936882,0.10554549098014832,-0.06673648953437805,0.02484339103102684,0.09056559205055237,0.07935664802789688,0.056257084012031555,0.006722921505570412,-0.15043528378009796,0.0845227912068367,0.16606765985488892,0.04731157794594765,0.11564864963293076,0.04799555614590645,0.10741159319877625,0.13457854092121124,0.017553899437189102,-0.02095157839357853,-0.08535819500684738,0.015974663197994232,-0.018918657675385475,-0.07914575934410095,0.049205198884010315,0.0696580708026886,0.0893174484372139,0.05932198837399483,0.1714359074831009,0.05855342745780945,-0.04512769728899002,0.07148954272270203,0.1366865038871765,-0.012080132029950619,0.04552310332655907,-0.044468559324741364,0.058240845799446106,-0.17839041352272034,-0.007380092516541481,0.011492342688143253,0.13750624656677246,0.11290601640939713,0.036666691303253174,0.04552510008215904,-0.014350755140185356,0.0727296695113182
-0.010284838266670704,-0.05234667286276817,0.0548718087375164,-0.0983806848526001,-0.07926847040653229,-0.06086232513189316,0.0384482741355896,-0.08218301832675934,0.08751168102025986,-0.10544403642416,0.052261821925640106,0.08517336845397949,0.06445789337158203,0.10845077782869339,0.014605491422116756,0.02732638642191887,0.03894247114658356,0.061305198818445206,0.024790745228528976,-0.12310050427913666,-0.03980042040348053,0.025752326473593712,0.025590665638446808,0.04571562260389328,0.03994087874889374,-0.21361209452152252,-0.060838695615530014,0.10860268771648407,-0.02945505455136299,-0.14117898046970367,0.12587080895900726,-0.04351086914539337,0.057391948997974396,0.04836424067616463,0.06592312455177307,0.009041826240718365,-0.06153827905654907,0.002065540524199605,0.04969826713204384,-0.07133494317531586,0.004393037408590317,-0.20396700501441956,0.06948531419038773,0.01827326975762844,0.1226046159863472,-0.05870194733142853,-0.1303352415561676,-0.12026806175708771,0.015399225987493992,-0.10621951520442963,0.06316778063774109,0.07221756875514984,0.04787373170256615,0.2035532146692276,0.16278252005577087,0.03719596564769745,0.03741108998656273,0.058244675397872925,-0.12419028580188751,0.03967484086751938,0.05145946890115738,0.11467757076025009,0.1261531114578247,-0.011374661698937416,-0.12558123469352722,-0.0018950289813801646,0.14182226359844208,0.02623431384563446,0.08729267865419388,0.07218272984027863,0.12059365212917328,0.17143762111663818,0.0023404948879033327,0.019484588876366615,-0.13628965616226196,0.04319906234741211,0.006458902731537819,-0.008951450698077679,0.03163063898682594,0.08992461115121841,0.1281246393918991,0.03978249058127403,0.11966238170862198,0.05928458273410797,-0.03606999292969704,0.12870608270168304,0.09009682387113571,-0.08022928982973099,0.01025450136512518,0.04464014992117882,0.03015226125717163,-0.08924811333417892,0.08623851090669632,0.00657557463273406,0.05451197549700737,0.11448188871145248,0.017139269039034843,-0.014074794016778469,0.031167808920145035,0.12850774824619293
0.17779555916786194,-0.033175982534885406,0.05995508283376694,-0.03569409251213074,-0.1669960767030716,-0.05029558762907982,0.08171641826629639,-0.004222211427986622,0.19646216928958893,-0.11589542776346207,-0.061386480927467346,-0.06833022832870483,0.028140852227807045,0.0861094668507576,-0.01836107112467289,0.09683199226856232,-0.009585676714777946,0.1240721195936203,-0.03630007058382034,-0.14117196202278137,-0.10527539253234863,0.05309431627392769,-0.07897672802209854,-0.04790705069899559,0.11935777217149734,-0.14019086956977844,-0.09010478854179382,0.10766259580850601,-0.11982706934213638,-0.19290612637996674,0.20706647634506226,-0.0477190762758255,-0.0027427305467426777,0.07665303349494934,0.11913269758224487,0.03224049508571625,-0.044005390256643295,0.006069457158446312,0.09861589223146439,-0.18379808962345123,0.03317192941904068,-0.12004289776086807,0.024014372378587723,-0.035971272736787796,0.13075093924999237,-0.0019746425095945597,-0.20036707818508148,-0.10936377942562103,-0.05677404627203941,-0.0699225589632988,-0.03286007046699524,-0.01333977747708559,0.020267272368073463,0.19721686840057373,0.07121547311544418,0.017854996025562286,0.09291158616542816,0.09047546237707138,-0.013515535742044449,-0.051185622811317444,0.11714206635951996,0.08438332378864288,0.1261315494775772,0.06412836164236069,-0.17579177021980286,0.11452624201774597,0.13984276354312897,0.05719325691461563,0.09887088090181351,0.06255870312452316,0.09970404952764511,0.13859905302524567,0.022272279486060143,0.007052290253341198,-0.08747338503599167,0.02435731515288353,-0.012245899997651577,-0.05270003899931908,0.08956845849752426,0.06413015723228455,0.12513841688632965,0.033297449350357056,0.15643636882305145,0.025336435064673424,-0.02676723152399063,0.07466087490320206,0.09256992489099503,0.023958681151270866,-0.014385000802576542,-0.02034919336438179,0.03764956444501877,-0.131553053855896,0.06226200610399246,0.01784808374941349,0.1259070634841919,0.07770469039678574,-0.053842417895793915,0.02982551045715809,-0.009534825570881367,0.033293116837739944
0.20182473957538605,-0.10437965393066406,0.10672178864479065,-0.05088395997881889,-0.17678605020046234,-0.015260361135005951,0.10737013816833496,-0.015888359397649765,0.24591661989688873,-0.10085088759660721,-0.029167011380195618,-0.05100943148136139,0.023293251171708107,0.07299024611711502,0.021254833787679672,0.13445661962032318,0.007884579710662365,0.09957598149776459,-0.013147908262908459,-0.1329776644706726,-0.12767788767814636,0.07625619322061539,-0.03449321538209915,-0.033588606864213943,0.09245169162750244,-0.09636091440916061,-0.10523185133934021,0.13868455588817596,-0.09362448751926422,-0.2193542867898941,0.26380690932273865,-0.00878946203738451,0.09055128693580627,0.06298456341028214,0.1095709279179573,0.05194747820496559,-0.060893114656209946,0.03109990991652012,0.1107359379529953,-0.1969808042049408,0.05660335347056389,-0.16178500652313232,0.01469098124653101,-0.05292464420199394,0.12720230221748352,-0.02457122690975666,-0.20132820308208466,-0.11133744567632675,-1.986323477467522E-4,-0.06278959661722183,-0.03463758900761604,0.03258611261844635,0.017466310411691666,0.18362420797348022,0.07485262304544449,0.0047774952836334705,0.06644608825445175,0.11052259057760239,-0.020962698385119438,-0.013168055564165115,0.09415339678525925,0.099900983273983,0.08302032947540283,-0.005366399418562651,-0.15451623499393463,0.1146526113152504,0.15150225162506104,0.013868016190826893,0.09344686567783356,0.07293757051229477,0.131883904337883,0.12869291007518768,-0.008385655470192432,0.019912030547857285,-0.11407779157161713,0.03568275645375252,-0.005288970656692982,-0.07603517919778824,0.0684652104973793,0.05990105867385864,0.09143990278244019,0.06771356612443924,0.14161638915538788,0.06353364139795303,-0.0762336254119873,0.06743224710226059,0.13808618485927582,-0.019319865852594376,0.004974052309989929,-0.05698596313595772,0.07950762659311295,-0.12194310873746872,0.019882772117853165,0.04818641021847725,0.10659538209438324,0.1062745749950409,-0.009919648058712482,0.03183702751994133,0.018648359924554825,0.03166383504867554
